restaurant サンガム アパホテル築地駅前南店 SANGAM Apahotel Tsukiji Minami,"Apa Hotel Tsukiji Station South, 中央区, Tōkyō-to 104-0045"
 ジョナサン 水天宮駅前店 Jonathan's Suitengu Ekimae,"東京都中央区日本橋蛎殻町１丁目３９－５, 103-0014"
restaurant 馬舌屋 小伝馬町店 桜肉牛タンもつ鍋 Batanya Kodenmacho,"東京都中央区日本橋小伝馬町12-5, 小伝馬町KDKビル6階,"
restaurant バンゲラズキッチン Bangera's Kitchen,"中央区 銀座西2-2, 銀座インズ2 2F, Tokyo, 104-0061"
restaurant ヒマラヤキッチン HIMALAYAN KITCHEN,"東京都中央区新川2-16-1,"
restaurant 博多もつ鍋おおやま 銀座 Hakata-motunabe Ooyama Ginza,"日本、〒104-0061 東京都中央区銀座５丁目７−６, Iliv9階, 東京都 104-0061"
restaurant アマ 新富町店 AMA Shintomicho,"1-Chōme-8-11 Shintomi, Chuo City, Tōkyō-To 104-0041, Japan, 東新ビル１F,"
restaurant 牛たんの檸檬　新川店　Gyuutannoremon Shinkawaten,"Shinkawa, 2 Chome−21−9, Chūō-Ku, Tōkyō-to 104-0033"
restaurant win win ステーキ,"1 Chome-11-１４ Nihonbashimuromachi, 一戸建て, Chūō-Ku, Tōkyō-to 103-0022"
restaurant スパニッシュイタリアン リーガ Spanish Italian Liga,"東京都中央区八丁堀2-19-7, 1F, Tokyo, 104-0032"
restaurant 炭焼ホルモン えいた Sumiyaki Horumun Eita,"東京都 中央区 日本橋大伝馬町9-7, 2F, Tokyo, 103-0011"
 大衆酒蔵 庄や 【鮮魚/焼鳥/煮込】 銀座１丁目店 Syoya Ginza 1Chome,"東京都中央区銀座1-13-12, 銀友ビル地下1階, Tokyo, 104-0061"
restaurant オーラム AURUM,"Ginza, 8 Chome−9, 11F, Chūō-Ku, Tōkyō-to 104-0061"
restaurant アンナプルナダイニング ANNA PURNA DINING,"中央区 日本橋茅場町2-16-12, 1101040556, Tokyo, 103-0025"
restaurant 【HALAL】ナワブ ビリヤニハウス茅場町店 Nawab Biryani House Kayabacho Store,"東京都中央区日本橋茅場町1-11-4, 小林ビル1F, Tokyo, 103-0025"
restaurant ビーフカツ肉垣 BEEFKATU NIKUGAKI,"東京都中央区築地6-4-8, 城野ビル1階2階, Tokyo, 104-0045"
restaurant カサデソウザ Casa de Souza,"東京都 中央区 日本橋浜町2-33-5, Tokyo, 103-0007"
restaurant Italian BAR KIMURAYA 東京駅八重洲 Italian BAR KIMURAYA TOKYO STATION YAESU,"Yaesu, 1 Chome−7, 八重洲１丁目7-7, Chūō-Ku, Tōkyō-to 103-0028"
 カレーハウス CoCo壱番屋 中央区八丁堀 Curry House CoCo Ichibanya Chuoku-Hatchobori,"東京都中央区八丁堀一丁目7番8号, 若狭ﾋﾞﾙ1F, Tokyo, 104-0032"
restaurant タイ料理 スクンビット ソイ トンロー Thai Food Sukhumvit soi thong lo,"中央区 八重洲1-5-17, 八重洲香川ビルB1F, Tokyo, 104-0028"
restaurant 獺祭ストア 銀座 DASSAI store GINZA,"東京都中央区銀座5-10-2, GINZAMISSPARIS1F, Tokyo, 104-0061"
restaurant 冨くら 銀座本店 Tomikura Ginza-honten,"8-Chōme-2-15 Ginza, Chuo City, Tōkyō-To 104-0061, Japan, 明興ビル3Ｆ,"
restaurant マイカリー食堂水天宮店 My Curry Shokudo Suitengu,"東京都中央区日本橋蛎殻町1-29-4, Tokyo, 103-0014"
restaurant 銀座 壮石 新 GINZA SOSEKI ARATA,"東京都中央区入船3-3-12, あぐいビル1階, Tokyo, 104-0042"
 てけてけ 日本橋三越前店 Teketeke NIHONNBASHISANNECHIZENNTENN,"東京都中央区日本橋室町1-8-8, 103-0022"
restaurant 飛騨牛一頭家 馬喰一代 銀座 hida beef bakuroichidai ginza,"中央区銀座2-6-5, 銀座トレシャス11F, Tokyo, 104-0061"
restaurant 炉端横山 馬喰町店 Robata Yokoyama Bakurocho Store,"東京都中央区日本橋横山町3番13号, Tokyo, 103-0003"
restaurant 名物カルビ丼 高麗苑 銀座,"東京都中央区銀座8-2-2, 山下ビル2F, Tokyo, 104-0061"
restaurant ソラノイロ トンコツ＆キノコ soranoiro Tonkktsu&Mushroom,"東京都 中央区 京橋2-2-1, 京橋エドグラン B1F, Tokyo, 104-0031"
restaurant 土風炉 銀座コリドー街店 Tofuro Ginza Corridorgai,"東京都中央区銀座8-2先,"
restaurant 肉バル コラボ 銀座 Niku Bal Co-Lab Ginza,"コラボ Co‐lab 銀座, 山市ビルB1, Chūō-Ku, Tōkyō-to 104-0061"
restaurant エッグスンシングス 銀座店 Eggs 'n Things Ginza,"東京都中央区銀座1-8-19, キラリトギンザ4F, Tokyo, 104-0061"
restaurant 函館 呉竹 Hakodate Kuretake,"東京都中央区銀座6-12-12, 銀座ステラビルB1F, Tokyo, 104-0061"
 銀だこ大衆酒場 勝どき店 Gindaco Taisyu Sakaba Kachidoki,"東京都中央区勝どき2-10-4, Tokyo, 104-0054"
 すき家 日本橋小伝馬町店 Sukiya Nihonbashi Kodenmacho,"中央区日本橋小伝馬町15-18, ﾕﾆｿﾞ小伝馬町ﾋﾞﾙ1F, 103-0001"
restaurant 格之進GR 銀座1丁目店 KakunoshinGR GINZA 1 CHOME,"銀座プルミエビルb1, Tokyo, 104-0061"
restaurant 焼肉 平城苑 銀座５丁目店 HEIJOUEN Ginza 5Chome,"東京都中央区銀座5-8-9, BINO　銀座　３F, Tokyo, 104-0061"
 串カツ田中 八丁堀店 Kushikatsu Tanaka Hatchobori,"東京都中央区八丁堀3-25-8, 八丁堀陽光ﾋﾞﾙ1F, Tokyo, 104-0032"
restaurant 発酵とんかつ あげ床 中央堀留店,"東京都中央区日本橋堀留町1-10-10, 地下1階, Tokyo, 103-0012"
restaurant PENTHOUSE GINZA hanare:,"東京都中央区銀座8-5-9, 民友ビル3F, Tokyo, 104-0061"
restaurant パパスバル 佃店 Papas bal Tsukuda,"2 Chome-10-3 Tsukuda, Chūō-Ku, Tōkyō-to 104-0051"
restaurant 帰農庵 時代おくれ Jidaiokure Kinouan,"1 Chome-1-9 Kyōbashi, レオ八重洲ビルB1, Chūō-Ku, Tōkyō-to 104-0031"
restaurant 舌牛 銀座店 Tangyu Ginza,"東京都中央区銀座5-7-19, Tokyo, 104-0061"
restaurant お好み焼き もんじゃおしお 誠 Okonomiyaki Monjaoshio Makoto,"日本、〒104-0052 東京都中央区月島３丁目１２−１０ 1f 2f, 吉田邸1F,2F,"
restaurant たこ焼き 銀座ふくよし本店 Takoyaki Ginzafukuyoshi,"3 Chome-12-１９ Ginza, Chūō-Ku, Tōkyō-to 104-0061"
restaurant 銀座イマカツ Ginza Imakatsu,"Ginza, 4 Chome−13, 1階, Chūō-Ku, Tōkyō-to 104-0061"
 ほっともっとグリル 茅場町店,"日本、〒103-0026 東京都中央区日本橋兜町１４−１０,"
 串カツ田中 東日本橋店 Kushikatsu Tanaka Higashinihonbashi,"東京都中央区東日本橋3-12-3, ﾀﾞｲﾔﾓﾝﾄﾞﾚｼﾞﾃﾞﾝｽ東日本橋第一ﾋﾞﾙ(1･2F), Tokyo, 103-0004"
restaurant 築地わだつみ角 TSUKIJI WADATSUMI,"日本、〒104-0045 東京都中央区築地４丁目１２−２,"
restaurant ポタジェ(野菜たっぷりランチボックス／ベジ対応可） potager (Lunch box full of vegetables / veggie-friendly),"東京都中央区新川2-7-1, オリエンタルビル102号, Tokyo, 104-0033"
restaurant 元祖どないや 銀座店 DONAIYA Ginza,"Ginza, 8 Chome−4, たくみビル 1F, Chūō-Ku, Tōkyō-to 104-0061"
restaurant イルソーレカリーノ IL SOLE CARINO,"Nihonbashiningyōchō, 1 Chome−12, 11 12, リガーレ人形町A108, Chūō-Ku, Tōkyō-to 103-0013"
restaurant 赤坂璃宮 銀座店 AKASAKA RIKYU GINZA-TEN,"日本、〒104-0061 東京都中央区銀座６丁目８−７ 交詢ビル 5f, 交詢ビル5階,"
restaurant 黒豚餃子 宇一 kurobutagyouza uichi,"東京都中央区築地2-15-15, セントラル東銀座1F, Tokyo, 104-0045"
restaurant カステリーナ茅場町 castellina KAYABACHO,"Shinkawa, 1 Chome−1, GEMS茅場町9F, Chūō-Ku, Tōkyō-to 104-0033"
restaurant 来来飯店 Rairaihanten,"東京都 中央区 日本橋 小舟町 1-9, Tokyo, 103-0027"
 ナチュラルローソン 新川一丁目店 NATURAL LAWSON Shinkawa 1Chome,"東京都中央区新川1‐24‐1, Tokyo, 104-0033"
 鳥元 人形町三丁目店 Torigen Ningyocho 3Chome,"東京都中央区日本橋人形町3-11-10, Tokyo, 103-0013"
restaurant 割烹 銀座 汁八 GINZA SHIRVHACHI,"東京都中央区銀座8-5-1プラザg82f, Tokyo, 104-0061"
restaurant 宅配とんかつ専門店 かさねや 銀座店 Pork cutlet KASANEYA Ginza store,"1 Chome-1-6 Shintomi,"
restaurant JuicyJuicyTsukishima,"東京都 中央区 月島 1-19-4,"
restaurant すし処築地 SUSHIDOKORO TSUKIJI,"東京都 中央区 明石町 5-15, 明図ビル1階, Tokyo, 104-0044"
restaurant 博多もつ鍋・もつ焼 たかしょう Hakata Hotpot & Grill TAKASHO,"東京都中央区日本橋箱崎町17-8, ノーベルコート箱崎2F,"
restaurant スパニッシュ バル ソル セビージャ Spanish Bar SoL Sevilla,"日本, 〒104-0045 東京都中央区築地２丁目１４ 築地2-14-2 セリコ東銀座ビル1f, 東京都 104-0045"
 ローソン 箱崎湊橋店 Lawson Hakozakiminatobashi,"東京都中央区日本橋箱崎町１８‐１０, Tokyo, 103-0015"
restaurant 炭火焼鳥 とりすけ sumibiyakitori torisuke,"東京都中央区八丁堀4-9-13, ニチレックビルB1F, Tokyo, 104-0032"
 ローソン 東日本橋二丁目店 Lawson Higashinihonbashi 2Chome,"東京都中央区東日本橋２‐４‐３, Tokyo, 103-0004"
restaurant タピオカ専門店 彩茶 TAPIOCA SAI TEA,"日本、〒104-0033 東京都中央区新川１丁目３−２, 新東京ビル1F,"
restaurant かやば町鳥徳 Kayabacho Toritoku,"中央区日本橋茅場町2-5-6, Tokyo, 103-0025"
 ZZZ ローソン 日本橋箱崎店 Lawson Nihon Hakozakicho,"東京都中央区日本橋箱崎町27-2, 103-0015"
restaurant 極みしゃぶしゃぶ 匠 銀座店kiwamisyabusyabu takumi ginzaten,"日本、〒104-0061 東京都中央区銀座８丁目２−１, ニッタビル2-1, 東京都 104-0061"
 自然派ワインと世界のビール リカーマウンテン銀座店,"東京都中央区銀座7-3-13, ニューギンザビル1号館, 104-0061"
restaurant 土風炉 銀座一丁目店 Tofuro Ginza 1Chome,"東京都中央区銀座1-10-6, Tokyo, 104-0061"
restaurant バルボア 日本橋室町店 Balboa Nihonbashi Muromachi,"東京都中央区日本橋室町4-3-12, DK大洋堂ビル1F, Tokyo, 103-0022"
restaurant 隠れ家肉バルダイニングHACHI Meat Dinner & Bar HACHI,"東京都中央区新川2-12-5, Tokyo, 104-0033"
restaurant バンコクピーナッツ食堂 BANGKOK PEANUTS SYOKU-DO,"中央区日本橋人形町1-4-6, 藤和ビル1F, Tokyo, 103-0013"
 なか卯 八丁堀店 Nakau Hacchobori,"東京都中央区新川１丁目２７番８号, 104-0033"
restaurant ラーメンみな瀬 小伝馬町研修センター店 Ramen Minase Kodenmacho Kenshu Center,"東京都中央区日本橋堀留町1-10-10, 堀留ｳﾞｨﾗ1F, Tokyo, 103-0012"
restaurant 椿屋珈琲 銀座新館店 Tsubakiya Coffee Ginza Shinkan,"東京都中央区銀座2-6-7, B1F, Tokyo, 104-0061"
 カレーハウス CoCo壱番屋 中央区人形町 Curry House CoCo Ichibanya Chuoku-Ningyocho,"東京都中央区日本橋人形町二丁目6番3号, Tokyo, 103-0013"
restaurant ヴァション/シアトルズ ベストコーヒー 日本橋兜町 VASHON/Seattle's Best Coffee Nihonbashi Kabuto-cho,"6-5 Nihonbashikabutochō, VASHON/Seattle'S Best Coffee 日本橋兜町店, Chūō-Ku, Tōkyō-to 103-0026"
restaurant 東京メロンパン 月島 もんじゃストリート店 Tōkyō meronpan Tsukishima monja sutorīto-ten,"中央区 月島1-6-11, 東京メロンパン, Tokyo, 104-0052"
restaurant グラス 勝どき guras kachidoki,"東京都中央区勝どき3-11-9, 佐一マンション1F, Tokyo, 104-0054"
 ピッツァサルヴァトーレクオモ 人形町 Pizza Salvatore Cuomo Ningyocho,"東京都中央区日本橋人形町1-9-2, Tokyo, 103-0027"
restaurant とんかつ かつ吉 日本橋高島屋S.C.店 Nihonbashi Takashimaya S.C.,"東京都中央区日本橋2-5-1, 日本橋高島屋Ｓ.C.新館6FC612, Tokyo, 103-6106"
 はなまるうどん 茅場町店 Hanamaru Udon KAYABACHO,"東京都中央区日本橋茅場町1-4-4, 木村實業5ﾋﾞﾙ1F, 103-0025"
 鳥元 馬喰町店 Torigen Bakurocho,"東京都中央区日本橋横山町4-8, Tokyo, 103-0003"
restaurant インド料理ムンバイ 銀座店 Indian Restaurant Mumbai Ginza,"東京都 中央区 銀座 4-8-11, 善隣ビルＢ1, Tokyo, 104-0061"
restaurant よろ;sキッチン Yoro;s Kitchen,"日本, 〒103-0007 東京都中央区日本橋浜町１丁目４−７, マルコウ金座ビル 1F, 東京都 103-0007"
restaurant シュマッツ・ビア・ダイニング 銀座松竹スクエア店 SCHMATZ Ginza Shochiku Square,"東京都中央区築地1-13-1, 銀座松竹スクエア2F, Tokyo, 104-8422"
restaurant 焼肉うしごろ 銀座店 USHIGORO Ginza,"日本、〒104-0061 東京都中央区銀座１丁目６−６, 1-2F,"
restaurant ブランド豚&野菜料理 One's Bar biton. Pork & Vegetables Deshes One's Bar biton.,"東京都中央区八丁堀2丁目26-2, 八丁堀2丁目ビル1F, Tokyo, 104-0032"
restaurant Food Work Out 101,"2-Chōme-1-14 Tsukiji, トミービル１階, Chuo City, Tōkyō-to 104-0045"
restaurant 焼肉 小竹家 月島店 yakiniku kotakeya tsukisima,"東京都 中央区 月島4-9-10, Tokyo, 104-0052"
restaurant ハワイアンフード マイカイキッチン Hawaiian Food MAIKAI KITCHEN,"3 Chome-28-5 Tsukishima, Chūō-Ku, Tōkyō-to 104-0052"
restaurant リバーアンドグリーン カフェ River&Green Cafe,"東京都中央区八丁堀4-12-10, 1F, Tokyo, 104-0032"
restaurant ローリンカフェ RLNG CAFE,"東京都中央区日本橋浜町2-56-5, Eminaz日本橋浜町101,"
restaurant しまね料理とさばしゃぶの店 主水 三越前店 MONDO Mitsukoshimae,"日本、〒103-0022 東京都中央区日本橋室町１丁目５−３, 福島ビル1F, 東京都 103-0022"
 サンマルクカフェ 日本橋八重洲通り Saintmarccafe Nihonbashi Yaesudori,"東京都中央区日本橋3-5-15, Tokyo, 103-0027"
 いきなり！ステーキ 勝どき店 Ikinari Steak KACHIDOKI,"東京都中央区勝どき2-10-2, 土信田ビル1階, 104-0054"
restaurant 築地果汁創作所 Tsukijikajuu,"Japan, 〒104-0045 Tōkyō-To, Chūō-Ku, Tsukiji, 6 Chome−24, ６ 丁目 ２４−７, Tōkyō-to 104-0045"
restaurant 窯焼きピザ ソノシート pizza sonosheet,"東京都中央区佃3-5-10, MOMO2ビル1F・2F, Tokyo, 104-0051"
restaurant コク、極まる。オトナのハヤシライス　【晴海トリトン店】,"日本、〒104-0053 東京都中央区晴海１丁目８−１ トリトンスクエア 3f, 晴海トリトンスクエア3F,"
restaurant 名産松阪肉朝日屋 すき焼き牛しゃぶ 松重 銀座SIX Sukiyaki Matsuju Ginza Six,"東京都中央区銀座6-10-1, 銀座SIX6F銀座大食堂内, Tokyo, 104-0061"
restaurant 職人の寿司～築地日本海 日本橋室町店【鮨/ちらし/海鮮丼】,"東京都中央区日本橋室町4-6-1, 1・2階, Tokyo, 103-0022"
restaurant 博多華味鳥 銀座二丁目店 Hakata Hanamidori Ginza 2Chome,"東京都中央区銀座2-4-6, ベルビア館7F, Tokyo, 104-0061"
restaurant 中国料理 華龍飯店 Karyu Chinese Restaurant,"日本、〒104-0031 東京都中央区京橋１丁目１４−５, 東京都 104-0031"
restaurant 萬福菜館 Manfukusaikan,"中央区 日本橋浜町3-3-1 , トルナーレ日本橋浜町 2F, Tokyo, 103-0007"
restaurant バクロコモン bakuoCOMMON,"東京都中央区東日本橋3-12-7, 鈴森ビル1F, Tokyo, 103-0004"
restaurant 椿屋珈琲 八重洲茶寮店 Tsubakiya Coffee Yaesu Saryo,"東京都中央区日本橋3-4-16, 東和八重洲ビルB1、1Ｆ、2F, Tokyo, 103-0027"
restaurant 鳥番長 小伝馬町店 Toribancho Kodenmacho store,"東京都中央区日本橋小伝馬町14番13号, 1階2階3階, Tokyo, 103-0001"
 サブウェイ 晴海トリトン SUBWAY Harumi Triton,"東京都中央区晴海1-8-16, 晴海トリトン2F, 104-0053"
restaurant 焼肉スタミナ苑2986,"日本、〒104-0052 東京都中央区月島１丁目８−２, ワイエスビル1・2・3階,"
restaurant 鉄板焼 広島お好み焼き 銀座 伍楽 Ginza Goraku お弁当,"東京都中央区銀座8-2-11, ニュー銀座ビル11号館 B1,"
restaurant やたらネタがデカい寿司屋【海鮮丼/鮨】銀座店,"東京都中央区銀座8-3番, 先西土橋ビル1階, Tokyo, 104-0061"
restaurant 博多もつ鍋 熱中屋 八重洲店 Hakata Motsunabe Necchuya Yaesu,"1 Chome-5-10 Yaesu, B1,F1,F2, Chūō-Ku, Tōkyō-to 103-0028"
 銀だこハイボール酒場 八重洲地下街店 Gindaco Hi-Ball Sakaba Yaesu Chikagai,"東京都中央区八重洲2-1, 八重洲地下街, Tokyo, 104-0028"
restaurant とり数寄 東急プラザ銀座店 Torisuki Tokyu Plaza Ginza,"東京都中央区銀座5-2-1, 11階, Tokyo, 104-0061"
restaurant 丼丸 凛 小伝馬町店 Donmaru Rin Kodenmacyoten,"日本橋小伝馬町８-2, 新井ビル１階, Tokyo, 103-0001"
restaurant 瓦そば専門店　瓦.Tokyo,"東京都中央区日本橋本石町4-4-17, 青木ビル地下1階, Tokyo, 103-0021"
restaurant ふるさと Furusato,"東京都中央区月島1丁目9番15, 102, Tokyo, 104-0052"
restaurant 東京豚骨拉麺 ばんから人形町店 BANKARA RAMEN NINGYOCHO,"日本、〒103-0013 東京都中央区日本橋人形町２丁目６−１２,"
restaurant ちゃい九炉 八重洲店 Chiclo Yaesu,"中央区 日本橋3‐2‐3, 第1山本ビル1 2F, 103-0027"
restaurant ちゃんぽん亭総本家 銀座インズ店 chanponteisohonke ginzainzten,"中央区 銀座西2-2, 地先 銀座インズ2 2F, Tokyo, 104-0061"
restaurant 銀座スイス Ginza Swiss,"日本, 〒104-0061 東京都中央区銀座３丁目５−１６, 東京都 104-0061"
restaurant 銀座トレオン16区 GINZA TORREON 16e,"4-Chōme-14-15 Ginza, Chuo City, Tōkyō-To 104-0061, Japan, サントル銀座2F,"
restaurant 鄒海南吃飯 Tsou's Khao Man Gai,"東京都 中央区 日本橋 富沢町 10-13, 富沢コアビル 1F, Tokyo, 103-0006"
restaurant チーパズカフェ CHEEPA'S CAFE,"中央区 銀座7-12-15 , MYS銀座 1F・2F, Tokyo, 104-0061"
restaurant 長宗我部 銀座 Chousokabe ginza,"日本、〒104-0061 東京都中央区銀座８丁目２−１３ J Bld. 2f コリドー 通り, コリドー通りJビル2F,"
restaurant ここ滋賀 日本橋 滋乃味,"東京都中央区日本橋2-7-1, ここ滋賀, Tokyo, 103-0027"
restaurant (ZZZ)旨唐揚げと居酒メシ 「ミライザカ」 八重洲店 Miraizaka Yaesu,"東京都中央区日本橋2-3-18, 江間忠さくらビル7・8階, Tokyo, 103-0027"
restaurant 銀座木村家 洋食レストラン ginza kimurara good-old diner,"東京都 中央区 銀座4-5-7, 銀座木村家3階, Tokyo, 104-0061"
restaurant 中国四川料理 天然居 日本橋店 tennenkyo nihonbashiten,"東京都中央区日本橋2-15-3, 日本橋HYビルB１F, Tokyo, 103-0027"
restaurant 好茶 月島店 KOCHA Tsukishima,"3-Chōme-18-9 Tsukishima, Chuo City, Tōkyō-To 104-0052, Japan,"
restaurant 東北料理 みちのく Tohoku ryori Michinoku,"東京都中央区銀座2丁目2番地先, 銀座インズ2-2階,"
restaurant 刷毛じょうゆ海苔弁山登り 築地直売所 HakejyouyuNoribenyamanobori Tukijichokubaijyo,"東京都中央区築地2-8-8, Tokyo, 104-0045"
restaurant 板前寿司 銀座コリドー店 Itamae sushi Ginza corridor street,"Japan, 〒104-0061 Tōkyō-To, Chūō-Ku, Ginza, 8 Chome−2−14, 竜王ビルⅴ, Tōkyō-to 104-0061"
restaurant シンガポール・シーフード・リパブリック銀座 Singapore Seafood Republic Ginza,"Ginza, 2 Chome−2, 11f, Chūō-Ku, Tōkyō-to 104-0061"
restaurant 寿司 鮮極 sushi sengoku,"中央区日本橋茅場町1-10-6 , マツモトビル 1F, Tokyo, 103-0025"
restaurant (ZZZ)旨唐揚げと居酒メシ 「ミライザカ」 銀座５丁目店 Miraizaka Ginza 5Chome,"東京都中央区銀座5-9-11, 銀座ファゼンダビル2Ｆ, Tokyo, 104-0061"
restaurant 香源閣 KOUGENKAKU,"中央区 新川1-10-3, ぶんごビル1F, Tokyo, 104-0033"
restaurant ロダン RODIN,"3-Chōme-8-4 Hatchōbori, Chuo City, Tōkyō-To 104-0032, Japan,"
restaurant 莫龍中華食堂 Bakuryuu Chinese Restaurant,"中央区 日本橋兜町10-6, 日本橋中央ビル3F, Tokyo, 103-0026"
restaurant 築地うなぎ食堂 TSUKIJI UNAGI SOKUDOH,"東京都中央区築地4-13-18, 築地場外市場内,"
restaurant ブルガリアンダイニング トロヤン Bulgarian Dining Troyan,"日本、〒104-0061 東京都中央区銀座１丁目９−５, 1F, 東京都 104-0061"
restaurant 星野水産 豊海 hoshinosuisann toyomi,"東京都中央区入船2-6-1, ガラステージ京橋1F, Tokyo, 104-0042"
restaurant グラニースミス アップルパイ＆コーヒー 銀座店 GRANNY SMITH APPLE PIE ＆ COFFEE,"Granny Smith 銀座店, 中央区, 東京都 104-0061"
restaurant オランジェ コーヴォ ORANGE COVO,"東京都中央区日本橋室町4-3-4, TORIIビル1F, Tokyo, 103-0022"
 なか卯 勝どき一丁目店 Nakau Kachidoki 1chome,"東京都中央区勝どき1-8-1, 勝どきビュータワー103, 104-0054"
restaurant 銀座サンド Ginza Sand,"東京都中央区銀座7-6-4, フィーラ銀座ビル 1F, Tokyo, 104-0061"
restaurant 上海料理 海老仙 Ebisen shanghi cousine,"3 Chome-10-2 Nihonbashikayabachō, Chūō-Ku, Tōkyō-To 103-0025, Japan, SKKビル1F,"
restaurant 雲林坊 日本橋室町店,"東京都中央区日本橋室町4-2-13, 津島ビル1F,"
restaurant 一条もんこ先生のカレー診療所 銀座本院 Dr.Ichijo Monko Curry Clinic Ginza,"東京都中央区銀座4-2-12, 銀座クリスタルビル9F, Tokyo, 104-0061"
restaurant BLT STEAK GINZA,"中央区 銀座5-4-6, ロイヤルクリスタル銀座 8F, Tokyo, 104-0061"
restaurant つきじ鈴富 すし富 Tsukiji Suzutomi Sushitomi,"東京都中央区築地6-24-8, Tokyo, 104-0045"
restaurant ジビエ料理 あまからくまから amakarakumakara,"東京都中央区日本橋人形町3-7-11, 大川ビル2F, Tokyo, 103-0013"
restaurant nu dish Deli & Café ニューディッシュ デリ アンド カフェ,"Ginza, 4 Chome−8, 三原ビル1F, Chūō-Ku, Tōkyō-to 104-0061"
restaurant イップクアンドマッチャ IPPUKU&MATCHA,"東京都中央区日本橋室町2-1-1, 日本橋三井タワ-1F, Tokyo, 103-0022"
restaurant とうとう Japanese Dishes TOUTOU,"2 Chome-2-19-8 Nihonbashihamachō, Chūō-Ku, Tōkyō-to 103-0007"
restaurant 日本料理 魚月 nazuki,"東京都中央区築地4-7-5, 築地KYビルB1, Tokyo, 104-0045"
restaurant 松坂・神戸牛一頭買い しゃぶしゃぶ専門店 銀座しゃぶ輝 shabushabu Restaurant GINZA shabuki,"東京都 中央区 銀座6-7-18, デイム銀座B2F,"
restaurant スパニッシュバル カスエラ Spanish Bar Cazuela,"東京都中央区新川1丁目11番10号, 第二小高ビル地下一階,"
restaurant 美ゅらバル CHURABAR,"東京都中央区築地6-13-10, オーシャンビルディング 2F, Tokyo, 104-0045"
restaurant パクチージョーズ BINO銀座店 PHAKCHI JO'S BINO GINZA,"東京都中央区銀座5-8-9, BINO銀座3F,"
restaurant ミアヴァート珈琲 Miavato Coffee,"東京都中央区新川2-25-10, 阪井ビル1F, Tokyo, 104-0043"
restaurant 銀座 ハゲ天 銀座本店 Ginza Hageten,"東京都 中央区 銀座3-4-6, Tokyo, 104-0061"
restaurant 極上ローストビーフ丼「Meat Fall」 中央日本橋店 Meat Fall,"東京都中央区日本橋3-2-3, 第一山本ビル3階, Tokyo, 103-0027"
restaurant なな蓮,"東京都中央区日本橋室町1-8-7, 東信室町ビル1F, Tokyo, 103-0022"
restaurant もつ焼 豚一 Char-Grilled Skewers Butaichi,"1 Chome-15-6 Nihonbashiningyōchō, 1F, Chūō-Ku, Tōkyō-to 103-0013"
restaurant 祭ヤ 人形町 MATSURIYA Ningyocho,"中央区 日本橋人形町3-12-11 , グランデ人形町 2F, Tokyo, 103-0013"
restaurant 熟成唐揚げ専門店 ふくの鳥 茅場町店,"日本、〒103-0025 東京都中央区日本橋茅場町１丁目１０−８, グリンヒルビル1F,"
restaurant 農家の台所銀座店,"東京都中央区 銀座2-4-18, アルボーレ銀座 7F,"
 ロッテリア 銀座クリスタルビル店 LOTTERIA Ginza Crystal Bldg,"東京都中央区銀座4-2番12号, Tokyo, 104-0061"
restaurant インドネパール創作料理 スリスティ明石町店 Indian&Nepali Restaurant SRISTI Akashicho Branch,"1 Akashichō, B1, Chūō-Ku, Tōkyō-to 104-0044"
 ローソン Ginza Six店 Lawson Ginza Six,"東京都中央区銀座6‐10‐1, Tokyo, 104-0061"
restaurant 珍味館 築地店 Chinmikan Tsukiji,"東京都 中央区 築地2-6-2, カルム築地B1F, Tokyo, 104-0045"
restaurant クロニックタコス 銀座店 CHRONIC TACOS GINZA,"Ginza, ６丁目2, Daiwa銀座アネックス 1F, Chūō-Ku, Tōkyō-to 104-0061"
restaurant Abe Selection 銀座店 Ginza＜Best Sommelier of Japan 2002＞,"紺屋ビル, 1F, Chūō-Ku, Tōkyō-to 104-0061"
 デニーズ 勝どき店 Denny's KACHIDOKI,"東京都中央区勝どき１－１－１, 104-0054"
 鳥元 神田南口店 Torigen Kanda Minamiguchi,"東京都中央区日本橋室町4-2-17, Tokyo, 103-0022"
restaurant 東銀座のタイ国屋台食堂 ソイナナ THAI street food restaurant Soi7,"東京都中央区銀座4-14-1, 石田ビル銀座 1F,"
restaurant ラ・ボッテガイア LA BOTTEGAIA,"Japan, 〒104-0061 Tōkyō-To, Chūō-Ku, Ginza, 3 Chome−１２−１５, Tōkyō-to 104-0061"
 ガスト 日本橋浜町店 Gusto NIHONBASHI HAMACHO,"東京都中央区日本橋浜町３丁目３番１号, 103-0007"
restaurant 重ね丑かつ 赤べこ 中央堀留店,"東京都中央区日本橋堀留町1-10-10, 地下1階, Tokyo, 103-0012"
restaurant OSAKAきっちん 銀座本店 osaka kitchen GINZA,"銀座４丁目１４−１９, 銀座グレートビル2F3F, 中央区, 東京都 104-0061"
 ジョナサン 八丁堀店 Jonathan's Hacchobori,"東京都中央区八丁堀１丁目１２－８, 104-0032"
restaurant 中国料理 龍府 Ronfu,"東京都 中央区 日本橋 小舟町10-5, ドウビル 1F, Tokyo, 103-0024"
restaurant 中華料理 金門閣人形町店 chinese restaurant KINMONKAKU,"東京都中央区日本橋堀留町2-1-2, カネトモビル1F, Tokyo, 103-0012"
